,cue,depth_1,depth_2,depth_3
1690,flamme,enflammer,éteindre,brûler
1691,flamme,enflammer,éteindre,feu
1692,flamme,éteindre,allumer,brûler
1693,flamme,éteindre,allumer,feu
1694,flamme,éteindre,allumer,lueur
1695,flamme,éteindre,brûler,allumer
1696,flamme,éteindre,brûler,enflammer
1697,flamme,éteindre,brûler,feu
1698,flamme,éteindre,feu,allumer
1699,flamme,éteindre,feu,brûler
1700,flamme,éteindre,feu,enflammer
1701,genre,mais,surtout,pas
1702,genre,mais,surtout,aussi
1703,genre,mais,surtout,cela
1704,genre,mais,cela,pas
1705,genre,mais,cela,quand
1706,genre,mais,cela,penser
1707,genre,mais,pas,cela
1708,genre,mais,pas,ne
1709,genre,mais,pas,que
1710,genre,assez,mais,surtout
1711,genre,assez,mais,plutôt
1712,genre,assez,mais,pas
1713,genre,assez,plutôt,mais
1714,genre,assez,plutôt,surtout
1715,genre,assez,plutôt,forcément
1716,genre,assez,surtout,mais
1717,genre,assez,surtout,plutôt
1718,genre,assez,surtout,beaucoup
1719,genre,vraiment,franchement,cela
1720,genre,vraiment,franchement,mais
1721,genre,vraiment,franchement,je
1722,genre,vraiment,cela,mais
1723,genre,vraiment,cela,penser
1724,genre,vraiment,cela,quand
1725,genre,vraiment,mais,cela
1726,genre,vraiment,mais,penser
1727,genre,vraiment,mais,pas
1728,lutte,lutter,contre,combattre
1729,lutte,lutter,contre,fléau
1730,lutte,lutter,contre,exclusion
1731,lutte,lutter,combattre,contre
1732,lutte,lutter,combattre,fléau
1733,lutte,lutter,combattre,vaincre
1734,lutte,lutter,fléau,contre
1735,lutte,lutter,fléau,combattre
1736,lutte,lutter,fléau,efficacement
1737,lutte,contre,lutter,combattre
1738,lutte,contre,lutter,fléau
1739,lutte,contre,lutter,exclusion
1740,lutte,contre,combattre,lutter
1741,lutte,contre,combattre,fléau
1742,lutte,contre,combattre,vaincre
1743,lutte,contre,fléau,lutter
1744,lutte,contre,fléau,combattre
1745,lutte,contre,fléau,exclusion
1746,lutte,combattre,lutter,contre
1747,lutte,combattre,lutter,fléau
1748,lutte,combattre,lutter,vaincre
1749,lutte,combattre,contre,lutter
1750,lutte,combattre,contre,fléau
1751,lutte,combattre,contre,vaincre
1752,lutte,combattre,fléau,lutter
1753,lutte,combattre,fléau,contre
1754,lutte,combattre,fléau,vaincre
1755,horizon,perspective,réflexion,problématique
1756,horizon,perspective,réflexion,enjeu
1757,horizon,perspective,réflexion,concret
1758,horizon,perspective,avenir,ambition
1759,horizon,perspective,avenir,enjeu
1760,horizon,perspective,avenir,réflexion
1761,horizon,perspective,contexte,enjeu
1762,horizon,perspective,contexte,approche
1763,horizon,perspective,contexte,problématique
1764,horizon,lointain,loin,éloigner
1765,horizon,lointain,loin,apercevoir
1766,horizon,lointain,loin,encore
1767,horizon,lointain,éloigner,loin
1768,horizon,lointain,éloigner,rapprocher
1769,horizon,lointain,éloigner,sembler
1770,horizon,lointain,ciel,astre
1771,horizon,lointain,ciel,lueur
1772,horizon,lointain,ciel,nuage
1773,horizon,avenir,perspective,ambition
1774,horizon,avenir,perspective,enjeu
1775,horizon,avenir,perspective,réflexion
1776,horizon,avenir,ambition,perspective
1777,horizon,avenir,ambition,aujourd'hui
1778,horizon,avenir,ambition,futur
1779,horizon,avenir,futur,perspective
1780,horizon,avenir,futur,ambition
1781,horizon,avenir,futur,aujourd'hui
1782,cause,conséquence,entraîner,provoquer
1783,cause,conséquence,entraîner,résulter
1784,cause,conséquence,entraîner,engendrer
1785,cause,conséquence,résulter,entraîner
1786,cause,conséquence,résulter,découler
1787,cause,conséquence,résulter,constater
1788,cause,conséquence,provoquer,entraîner
1789,cause,conséquence,provoquer,engendrer
1790,cause,conséquence,provoquer,survenir
1791,cause,survenir,provoquer,entraîner
1792,cause,survenir,provoquer,causer
1793,cause,survenir,provoquer,conséquence
1794,cause,survenir,grave,provoquer
1795,cause,survenir,grave,causer
1796,cause,survenir,grave,entraîner
1797,cause,survenir,entraîner,provoquer
1798,cause,survenir,entraîner,conséquence
1799,cause,survenir,entraîner,dus
1800,cause,grave,survenir,provoquer
1801,cause,grave,survenir,causer
1802,cause,grave,survenir,entraîner
1803,cause,grave,conséquence,entraîner
1804,cause,grave,conséquence,survenir
1805,cause,grave,conséquence,provoquer
1806,cause,grave,provoquer,survenir
1807,cause,grave,provoquer,entraîner
1808,cause,grave,provoquer,conséquence
1809,morceau,couper,rondelle,peler
1810,morceau,couper,rondelle,émincer
1811,morceau,couper,rondelle,oignon
1812,morceau,couper,peler,émincer
1813,morceau,couper,peler,rondelle
1814,morceau,couper,peler,finement
1815,morceau,couper,coupé,dés
1816,morceau,couper,coupé,peler
1817,morceau,couper,coupé,rondelle
1818,morceau,mixer,mélanger,saladier
1819,morceau,mixer,mélanger,saupoudrer
1820,morceau,mixer,mélanger,casserole
1821,morceau,mixer,casserole,mélanger
1822,morceau,mixer,casserole,bouillir
1823,morceau,mixer,casserole,égoutter
1824,morceau,mixer,saladier,mélanger
1825,morceau,mixer,saladier,casserole
1826,morceau,mixer,saladier,saupoudrer
1827,morceau,découper,couper,rondelle
1828,morceau,découper,couper,coupé
1829,morceau,découper,couper,-les
1830,morceau,découper,recouvrir,couper
1831,morceau,découper,recouvrir,épais
1832,morceau,découper,recouvrir,étaler
1833,morceau,découper,rondelle,couper
1834,morceau,découper,rondelle,peler
1835,morceau,découper,rondelle,émincer
1836,preuve,prouver,démontrer,incontestable
1837,preuve,prouver,démontrer,convaincre
1838,preuve,prouver,démontrer,prétendre
1839,preuve,prouver,fait,existence
1840,preuve,prouver,fait,démontrer
1841,preuve,prouver,fait,ne
1842,preuve,prouver,prétendre,démontrer
1843,preuve,prouver,prétendre,contredire
1844,preuve,prouver,prétendre,affirmer
1845,preuve,fait,existence,invoquer
1846,preuve,fait,existence,circonstance
1847,preuve,fait,existence,crainte
1848,preuve,fait,invoquer,crainte
1849,preuve,fait,invoquer,existence
1850,preuve,fait,invoquer,circonstance
1851,preuve,fait,circonstance,existence
1852,preuve,fait,circonstance,invoquer
1853,preuve,fait,circonstance,crainte
1854,preuve,démontrer,prouver,incontestable
1855,preuve,démontrer,prouver,convaincre
1856,preuve,démontrer,prouver,prétendre
1857,preuve,démontrer,incontestable,prouver
1858,preuve,démontrer,incontestable,affirmer
1859,preuve,démontrer,incontestable,évident
1860,preuve,démontrer,affirmer,prouver
1861,preuve,démontrer,affirmer,contredire
1862,preuve,démontrer,affirmer,convaincre
1863,lune,lunaire,orbite,jupiter
1864,lune,lunaire,orbite,astre
1865,lune,lunaire,orbite,vénus
1866,lune,lunaire,éclipse,soleil
1867,lune,lunaire,éclipse,orbite
1868,lune,lunaire,éclipse,astre
1869,lune,lunaire,astre,soleil
1870,lune,lunaire,astre,céleste
1871,lune,lunaire,astre,orbite
1872,lune,astre,céleste,ciel
1873,lune,astre,céleste,soleil
1874,lune,astre,céleste,lunaire
1875,lune,astre,soleil,ciel
1876,lune,astre,soleil,céleste
1877,lune,astre,soleil,lunaire
1878,lune,astre,lunaire,soleil
1879,lune,astre,lunaire,céleste
1880,lune,astre,lunaire,orbite
1881,lune,soleil,astre,ciel
1882,lune,soleil,astre,céleste
1883,lune,soleil,astre,lunaire
1884,lune,soleil,lunaire,astre
1885,lune,soleil,lunaire,éclipse
1886,lune,soleil,lunaire,orbite
1887,lune,soleil,éclipse,lunaire
1888,lune,soleil,éclipse,astre
1889,lune,soleil,éclipse,céleste
1890,mer,plage,balnéaire,sable
1891,mer,plage,balnéaire,baigner
1892,mer,plage,balnéaire,littoral
1893,mer,plage,sable,balnéaire
1894,mer,plage,sable,baigner
1895,mer,plage,sable,rivage
1896,mer,plage,rivage,balnéaire
1897,mer,plage,rivage,littoral
1898,mer,plage,rivage,côtier
1899,mer,marin,côtier,littoral
1900,mer,marin,côtier,marine
1901,mer,marin,côtier,maritime
1902,mer,marin,marine,côtier
1903,mer,marin,marine,maritime
1904,mer,marin,marine,navire
1905,mer,marin,maritime,côtier
1906,mer,marin,maritime,marine
1907,mer,marin,maritime,navire
1908,mer,côtier,littoral,rivage
1909,mer,côtier,littoral,marin
1910,mer,côtier,littoral,maritime
1911,mer,côtier,marin,littoral
1912,mer,côtier,marin,marine
1913,mer,côtier,marin,maritime
1914,mer,côtier,rivage,littoral
1915,mer,côtier,rivage,marin
1916,mer,côtier,rivage,océan
1917,objet,bienvenue,boutique,favori
1918,objet,bienvenue,boutique,ebay
1919,objet,bienvenue,boutique,décoration
1920,objet,bienvenue,favori,boutique
1921,objet,bienvenue,favori,ebay
1922,objet,bienvenue,favori,vendeur
1923,objet,bienvenue,ebay,boutique
1924,objet,bienvenue,ebay,favori
1925,objet,bienvenue,ebay,vendeur
1926,objet,boutique,bienvenue,favori
1927,objet,boutique,bienvenue,ebay
1928,objet,boutique,bienvenue,décoration
1929,objet,boutique,décoration,bienvenue
1930,objet,boutique,décoration,déco
1931,objet,boutique,décoration,bijou
1932,objet,boutique,ebay,bienvenue
1933,objet,boutique,ebay,favori
1934,objet,boutique,ebay,vendeur
1935,objet,divers,différent,différents
1936,objet,divers,différent,différentes
1937,objet,divers,différent,plusieurs
1938,objet,divers,dans,le
1939,objet,divers,dans,un
1940,objet,divers,dans,de
1941,objet,divers,de,le
1942,objet,divers,de,un
1943,objet,divers,de,dans
1944,enfant,parent,famille,familial
1945,enfant,parent,famille,enfance
1946,enfant,parent,famille,mère
1947,enfant,parent,enfance,famille
1948,enfant,parent,enfance,maternel
1949,enfant,parent,enfance,adolescent
1950,enfant,parent,maternel,maternelle
1951,enfant,parent,maternel,enfance
1952,enfant,parent,maternel,famille
1953,enfant,famille,parent,familial
1954,enfant,famille,parent,enfance
1955,enfant,famille,parent,mère
1956,enfant,famille,familial,parent
1957,enfant,famille,familial,enfance
1958,enfant,famille,familial,parental
1959,enfant,famille,enfance,parent
1960,enfant,famille,enfance,familial
1961,enfant,famille,enfance,adolescent
1962,enfant,enfance,parent,famille
1963,enfant,enfance,parent,maternel
1964,enfant,enfance,parent,adolescent
1965,enfant,enfance,maternel,maternelle
1966,enfant,enfance,maternel,parent
1967,enfant,enfance,maternel,crèche
1968,enfant,enfance,famille,parent
1969,enfant,enfance,famille,familial
1970,enfant,enfance,famille,adolescent
1971,toit,toiture,tuile,charpente
1972,toit,toiture,tuile,brique
1973,toit,toiture,tuile,façade
1974,toit,toiture,façade,tuile
1975,toit,toiture,façade,murs
1976,toit,toiture,façade,charpente
1977,toit,toiture,charpente,tuile
1978,toit,toiture,charpente,façade
1979,toit,toiture,charpente,maçonnerie
1980,toit,tuile,toiture,charpente
1981,toit,tuile,toiture,brique
1982,toit,tuile,toiture,façade
1983,toit,tuile,brique,toiture
1984,toit,tuile,brique,murs
1985,toit,tuile,brique,charpente
1986,toit,tuile,charpente,toiture
1987,toit,tuile,charpente,brique
1988,toit,tuile,charpente,maçonnerie
1989,toit,murs,toiture,façade
1990,toit,murs,toiture,tuile
1991,toit,murs,toiture,charpente
1992,toit,murs,mur,toiture
1993,toit,murs,mur,façade
1994,toit,murs,mur,brique
1995,toit,murs,façade,toiture
1996,toit,murs,façade,tuile
1997,toit,murs,façade,mur
1998,doigt,main,bras,serrer
1999,doigt,main,bras,jambe
2000,doigt,main,bras,épaule
2001,doigt,main,serrer,bras
2002,doigt,main,serrer,tête
2003,doigt,main,serrer,épaule
2004,doigt,main,poignet,bras
2005,doigt,main,poignet,genou
2006,doigt,main,poignet,épaule
2007,doigt,poignet,genou,épaule
2008,doigt,poignet,genou,jambe
2009,doigt,poignet,genou,coude
2010,doigt,poignet,coude,genou
2011,doigt,poignet,coude,épaule
2012,doigt,poignet,coude,jambe
2013,doigt,poignet,épaule,genou
2014,doigt,poignet,épaule,coude
2015,doigt,poignet,épaule,jambe
2016,doigt,bras,main,serrer
2017,doigt,bras,main,jambe
2018,doigt,bras,main,épaule
2019,doigt,bras,jambe,genou
2020,doigt,bras,jambe,épaule
2021,doigt,bras,jambe,poignet
2022,doigt,bras,serrer,main
2023,doigt,bras,serrer,jambe
2024,doigt,bras,serrer,épaule
2025,mur,murs,façade,toiture
2026,mur,murs,façade,brique
2027,mur,murs,façade,maçonnerie
2028,mur,murs,dalle,béton
2029,mur,murs,dalle,façade
2030,mur,murs,dalle,brique
2031,mur,murs,brique,façade
2032,mur,murs,brique,tuile
2033,mur,murs,brique,toiture
2034,mur,dalle,murs,béton
2035,mur,dalle,murs,façade
2036,mur,dalle,murs,brique
2037,mur,dalle,béton,murs
2038,mur,dalle,béton,maçonnerie
2039,mur,dalle,béton,ciment
2040,mur,dalle,brique,murs
2041,mur,dalle,brique,béton
2042,mur,dalle,brique,tuile
2043,mur,façade,murs,toiture
2044,mur,façade,murs,brique
2045,mur,façade,murs,maçonnerie
2046,mur,façade,toiture,murs
2047,mur,façade,toiture,toit
2048,mur,façade,toiture,tuile
2049,mur,façade,brique,murs
2050,mur,façade,brique,toiture
2051,mur,façade,brique,tuile
2052,table,rond,ronde,chaise
2053,table,rond,ronde,tabler
2054,table,rond,ronde,convier
2055,table,rond,chaise,asseoir
2056,table,rond,chaise,ronde
2057,table,rond,chaise,fauteuil
2058,table,rond,tabler,ronde
2059,table,rond,tabler,chaise
2060,table,rond,tabler,asseoir
2061,table,chaise,fauteuil,canapé
2062,table,chaise,fauteuil,asseoir
2063,table,chaise,fauteuil,coussin
2064,table,chaise,canapé,fauteuil
2065,table,chaise,canapé,asseoir
2066,table,chaise,canapé,meuble
2067,table,chaise,asseoir,fauteuil
2068,table,chaise,asseoir,canapé
2069,table,chaise,asseoir,debout
2070,table,ronde,rond,chaise
2071,table,ronde,rond,tabler
2072,table,ronde,rond,convier
2073,table,ronde,chaise,rond
2074,table,ronde,chaise,asseoir
2075,table,ronde,chaise,fauteuil
2076,table,ronde,tabler,rond
2077,table,ronde,tabler,chaise
2078,table,ronde,tabler,salle
2079,désir,pulsion,fantasme,inconscient
2080,désir,pulsion,fantasme,instinct
2081,désir,pulsion,fantasme,freud
2082,désir,pulsion,inconscient,freud
2083,désir,pulsion,inconscient,fantasme
2084,désir,pulsion,inconscient,instinct
2085,désir,pulsion,instinct,inconscient
2086,désir,pulsion,instinct,fantasme
2087,désir,pulsion,instinct,sentiment
2088,désir,fantasme,pulsion,inconscient
2089,désir,fantasme,pulsion,instinct
2090,désir,fantasme,pulsion,freud
2091,désir,fantasme,inconscient,pulsion
2092,désir,fantasme,inconscient,freud
2093,désir,fantasme,inconscient,conscient
2094,désir,fantasme,séduction,pulsion
2095,désir,fantasme,séduction,obsession
2096,désir,fantasme,séduction,sexualité
2097,désir,sentiment,éprouver,ressentir
2098,désir,sentiment,éprouver,angoisse
2099,désir,sentiment,éprouver,frustration
2100,désir,sentiment,frustration,angoisse
2101,désir,sentiment,frustration,éprouver
2102,désir,sentiment,frustration,ressentir
2103,désir,sentiment,ressentir,éprouver
2104,désir,sentiment,ressentir,émotion
2105,désir,sentiment,ressentir,angoisse
2106,école,ecole,polytechnique,mines
2107,école,ecole,polytechnique,ingénieur
2108,école,ecole,polytechnique,diplômer
2109,école,ecole,mines,polytechnique
2110,école,ecole,mines,ingénieur
2111,école,ecole,mines,diplômer
2112,école,ecole,scolaire,élève
2113,école,ecole,scolaire,collège
2114,école,ecole,scolaire,maternelle
2115,école,scolaire,élève,collège
2116,école,scolaire,élève,enseignant
2117,école,scolaire,élève,éducatif
2118,école,scolaire,collège,élève
2119,école,scolaire,collège,enseignant
2120,école,scolaire,collège,lycée
2121,école,scolaire,enseignant,élève
2122,école,scolaire,enseignant,éducatif
2123,école,scolaire,enseignant,collège
2124,école,maternelle,maternel,élémentaire
2125,école,maternelle,maternel,scolaire
2126,école,maternelle,maternel,primaire
2127,école,maternelle,scolaire,maternel
2128,école,maternelle,scolaire,élève
2129,école,maternelle,scolaire,collège
2130,école,maternelle,élémentaire,maternel
2131,école,maternelle,élémentaire,primaire
2132,école,maternelle,élémentaire,scolaire
2133,passage,passer,encore,mais
2134,passage,passer,encore,enfin
2135,passage,passer,encore,toujours
2136,passage,passer,enfin,encore
2137,passage,passer,enfin,mais
2138,passage,passer,enfin,faire
2139,passage,passer,arriver,encore
2140,passage,passer,arriver,là
2141,passage,passer,arriver,alors
2142,passage,traverser,longer,route
2143,passage,traverser,longer,chemin
2144,passage,traverser,longer,redescendre
2145,passage,traverser,route,longer
2146,passage,traverser,route,chemin
2147,passage,traverser,route,emprunter
2148,passage,traverser,chemin,longer
2149,passage,traverser,chemin,route
2150,passage,traverser,chemin,emprunter
2151,passage,être,un,le
2152,passage,être,un,ce
2153,passage,être,un,qui
2154,passage,être,ce,qui
2155,passage,être,ce,un
2156,passage,être,ce,le
2157,passage,être,qui,ce
2158,passage,être,qui,un
2159,passage,être,qui,le
2160,façon,manière,qui,être
2161,façon,manière,qui,ce
2162,façon,manière,qui,pouvoir
2163,façon,manière,pouvoir,qui
2164,façon,manière,pouvoir,être
2165,façon,manière,pouvoir,ce
2166,façon,manière,agir,qui
2167,façon,manière,agir,être
2168,façon,manière,agir,pouvoir
2169,façon,être,qui,ce
2170,façon,être,qui,un
2171,façon,être,qui,il
2172,façon,être,ce,qui
2173,façon,être,ce,un
2174,façon,être,ce,pouvoir
2175,façon,être,un,ce
2176,façon,être,un,qui
2177,façon,être,un,pouvoir
2178,façon,qui,être,ce
2179,façon,qui,être,un
2180,façon,qui,être,il
2181,façon,qui,ce,être
2182,façon,qui,ce,un
2183,façon,qui,ce,pouvoir
2184,façon,qui,manière,être
2185,façon,qui,manière,ce
2186,façon,qui,manière,pouvoir
2187,vache,laitier,bovin,éleveur
2188,vache,laitier,bovin,élevage
2189,vache,laitier,bovin,troupeau
2190,vache,laitier,éleveur,bovin
2191,vache,laitier,éleveur,élevage
2192,vache,laitier,éleveur,troupeau
2193,vache,laitier,lait,bovin
2194,vache,laitier,lait,troupeau
2195,vache,laitier,lait,éleveur
2196,vache,troupeau,moutons,brebis
2197,vache,troupeau,moutons,éleveur
2198,vache,troupeau,moutons,bovin
2199,vache,troupeau,brebis,moutons
2200,vache,troupeau,brebis,chèvre
2201,vache,troupeau,brebis,éleveur
2202,vache,troupeau,éleveur,bovin
2203,vache,troupeau,éleveur,élevage
2204,vache,troupeau,éleveur,moutons
2205,vache,bovin,laitier,éleveur
2206,vache,bovin,laitier,élevage
2207,vache,bovin,laitier,troupeau
2208,vache,bovin,éleveur,élevage
2209,vache,bovin,éleveur,laitier
2210,vache,bovin,éleveur,troupeau
2211,vache,bovin,troupeau,éleveur
2212,vache,bovin,troupeau,laitier
2213,vache,bovin,troupeau,moutons
2214,acte,notaire,authentique,authenticité
2215,acte,notaire,authentique,testament
2216,acte,notaire,authentique,acquéreur
2217,acte,notaire,testament,héritier
2218,acte,notaire,testament,donation
2219,acte,notaire,testament,époux
2220,acte,notaire,huissier,nullité
2221,acte,notaire,huissier,avocat
2222,acte,notaire,huissier,judiciaire
2223,acte,nullité,jugement,juge
2224,acte,nullité,jugement,tribunal
2225,acte,nullité,jugement,juger
2226,acte,nullité,juge,tribunal
2227,acte,nullité,juge,juridiction
2228,acte,nullité,juge,jugement
2229,acte,nullité,stipuler,expressément
2230,acte,nullité,stipuler,clause
2231,acte,nullité,stipuler,obligation
2232,acte,civil,nullité,juge
2233,acte,civil,nullité,tribunal
2234,acte,civil,nullité,juridiction
2235,acte,civil,pénal,judiciaire
2236,acte,civil,pénal,infraction
2237,acte,civil,pénal,juridiction
2238,acte,civil,judiciaire,justice
2239,acte,civil,judiciaire,pénal
2240,acte,civil,judiciaire,juridiction
2241,lèvre,yeux,sourire,caresser
2242,lèvre,yeux,sourire,visage
2243,lèvre,yeux,sourire,baiser
2244,lèvre,yeux,visage,sourire
2245,lèvre,yeux,visage,caresser
2246,lèvre,yeux,visage,cheveux
2247,lèvre,yeux,caresser,sourire
2248,lèvre,yeux,caresser,baiser
2249,lèvre,yeux,caresser,visage
2250,lèvre,sourire,yeux,caresser
2251,lèvre,sourire,yeux,visage
2252,lèvre,sourire,yeux,baiser
2253,lèvre,sourire,caresser,yeux
2254,lèvre,sourire,caresser,baiser
2255,lèvre,sourire,caresser,embrasser
2256,lèvre,sourire,baiser,caresser
2257,lèvre,sourire,baiser,yeux
2258,lèvre,sourire,baiser,embrasser
2259,lèvre,bouche,nez,yeux
2260,lèvre,bouche,nez,oreille
2261,lèvre,bouche,nez,caresser
2262,lèvre,bouche,yeux,nez
2263,lèvre,bouche,yeux,sourire
2264,lèvre,bouche,yeux,visage
2265,lèvre,bouche,baiser,caresser
2266,lèvre,bouche,baiser,yeux
2267,lèvre,bouche,baiser,sourire
2268,direction,directeur,adjoindre,directrice
2269,direction,directeur,adjoindre,général
2270,direction,directeur,adjoindre,nommer
2271,direction,directeur,général,adjoindre
2272,direction,directeur,général,nommer
2273,direction,directeur,général,charger
2274,direction,directeur,directrice,adjoindre
2275,direction,directeur,directrice,nommer
2276,direction,directeur,directrice,général
2277,direction,départementale,départemental,régionale
2278,direction,départementale,départemental,ddass
2279,direction,départementale,départemental,dde
2280,direction,départementale,régionale,départemental
2281,direction,départementale,régionale,régional
2282,direction,départementale,régionale,ddass
2283,direction,départementale,ddass,départemental
2284,direction,départementale,ddass,régionale
2285,direction,départementale,ddass,dde
2286,direction,déconcentrer,ministère,interministériel
2287,direction,déconcentrer,ministère,charger
2288,direction,déconcentrer,ministère,mission
2289,direction,déconcentrer,départemental,départementale
2290,direction,déconcentrer,départemental,régional
2291,direction,déconcentrer,départemental,ministère
2292,direction,déconcentrer,régional,régionale
2293,direction,déconcentrer,régional,départemental
2294,direction,déconcentrer,régional,ministère
2295,habitude,mais,pas,ne
2296,habitude,mais,pas,cela
2297,habitude,mais,pas,que
2298,habitude,mais,surtout,beaucoup
2299,habitude,mais,surtout,toujours
2300,habitude,mais,surtout,pas
2301,habitude,mais,toujours,pas
2302,habitude,mais,toujours,surtout
2303,habitude,mais,toujours,ne
2304,habitude,toujours,mais,pas
2305,habitude,toujours,mais,surtout
2306,habitude,toujours,mais,ne
2307,habitude,toujours,pas,mais
2308,habitude,toujours,pas,ne
2309,habitude,toujours,pas,cela
2310,habitude,toujours,surtout,mais
2311,habitude,toujours,surtout,beaucoup
2312,habitude,toujours,surtout,aussi
2313,habitude,habituer,beaucoup,mais
2314,habitude,habituer,beaucoup,surtout
2315,habitude,habituer,beaucoup,toujours
2316,habitude,habituer,mais,surtout
2317,habitude,habituer,mais,beaucoup
2318,habitude,habituer,mais,toujours
2319,habitude,habituer,surtout,mais
2320,habitude,habituer,surtout,beaucoup
2321,habitude,habituer,surtout,toujours
2322,jeunesse,jeune,jeunes,ados
2323,jeunesse,jeune,jeunes,adolescent
2324,jeunesse,jeune,jeunes,associatif
2325,jeunesse,jeune,adolescent,ados
2326,jeunesse,jeune,adolescent,adolescence
2327,jeunesse,jeune,adolescent,enfance
2328,jeunesse,jeune,enfance,adolescent
2329,jeunesse,jeune,enfance,adolescence
2330,jeunesse,jeune,enfance,enfant
2331,jeunesse,sport,sportif,sports
2332,jeunesse,sport,sportif,loisir
2333,jeunesse,sport,sportif,athlétisme
2334,jeunesse,sport,sports,sportif
2335,jeunesse,sport,sports,loisir
2336,jeunesse,sport,sports,associatif
2337,jeunesse,sport,loisir,sportif
2338,jeunesse,sport,loisir,sports
2339,jeunesse,sport,loisir,associatif
2340,jeunesse,enfance,adolescence,adolescent
2341,jeunesse,enfance,adolescence,ados
2342,jeunesse,enfance,adolescence,enfant
2343,jeunesse,enfance,adolescent,adolescence
2344,jeunesse,enfance,adolescent,ados
2345,jeunesse,enfance,adolescent,enfant
2346,jeunesse,enfance,jeune,adolescent
2347,jeunesse,enfance,jeune,adolescence
2348,jeunesse,enfance,jeune,enfant
2349,herbe,prairie,végétation,humide
2350,herbe,prairie,végétation,pelouse
2351,herbe,prairie,végétation,boiser
2352,herbe,prairie,pelouse,végétation
2353,herbe,prairie,pelouse,haie
2354,herbe,prairie,pelouse,humide
2355,herbe,prairie,humide,végétation
2356,herbe,prairie,humide,pelouse
2357,herbe,prairie,humide,marais
2358,herbe,arroser,parsemer,saupoudrer
2359,herbe,arroser,parsemer,assaisonner
2360,herbe,arroser,parsemer,poivrer
2361,herbe,arroser,sécher,tremper
2362,herbe,arroser,sécher,sec
2363,herbe,arroser,sécher,parsemer
2364,herbe,arroser,assaisonner,poivrer
2365,herbe,arroser,assaisonner,persil
2366,herbe,arroser,assaisonner,saupoudrer
2367,herbe,parsemer,arroser,saupoudrer
2368,herbe,parsemer,arroser,assaisonner
2369,herbe,parsemer,arroser,poivrer
2370,herbe,parsemer,saupoudrer,assaisonner
2371,herbe,parsemer,saupoudrer,poivrer
2372,herbe,parsemer,saupoudrer,mélanger
2373,herbe,parsemer,assaisonner,poivrer
2374,herbe,parsemer,assaisonner,persil
2375,herbe,parsemer,assaisonner,saupoudrer
2376,jardin,potager,jardinier,jardinage
2377,jardin,potager,jardinier,fleurir
2378,jardin,potager,jardinier,plante
2379,jardin,potager,fleurir,jardinier
2380,jardin,potager,fleurir,arbuste
2381,jardin,potager,fleurir,planter
2382,jardin,potager,jardinage,jardinier
2383,jardin,potager,jardinage,plante
2384,jardin,potager,jardinage,fleurir
2385,jardin,jardinier,potager,jardinage
2386,jardin,jardinier,potager,fleurir
2387,jardin,jardinier,potager,plante
2388,jardin,jardinier,jardinage,potager
2389,jardin,jardinier,jardinage,bricolage
2390,jardin,jardinier,jardinage,fleurir
2391,jardin,jardinier,fleurir,potager
2392,jardin,jardinier,fleurir,arbuste
2393,jardin,jardinier,fleurir,planter
2394,jardin,fleurir,potager,jardinier
2395,jardin,fleurir,potager,arbuste
2396,jardin,fleurir,potager,planter
2397,jardin,fleurir,jardinier,potager
2398,jardin,fleurir,jardinier,arbuste
2399,jardin,fleurir,jardinier,planter
2400,jardin,fleurir,arbuste,planter
2401,jardin,fleurir,arbuste,feuillage
2402,jardin,fleurir,arbuste,jardinier
2403,rôle,acteur,implication,impliquer
2404,rôle,acteur,implication,contribuer
2405,rôle,acteur,implication,contexte
2406,rôle,acteur,prenant,implication
2407,rôle,acteur,prenant,enjeu
2408,rôle,acteur,prenant,contribuer
2409,rôle,acteur,contribuer,implication
2410,rôle,acteur,contribuer,favoriser
2411,rôle,acteur,contribuer,impliquer
2412,rôle,déterminant,importance,primordial
2413,rôle,déterminant,importance,implication
2414,rôle,déterminant,importance,facteur
2415,rôle,déterminant,facteur,influer
2416,rôle,déterminant,facteur,importance
2417,rôle,déterminant,facteur,évidence
2418,rôle,déterminant,implication,impliquer
2419,rôle,déterminant,implication,importance
2420,rôle,déterminant,implication,contexte
2421,rôle,jouer,acteur,implication
2422,rôle,jouer,acteur,véritable
2423,rôle,jouer,acteur,prenant
2424,rôle,jouer,déterminant,importance
2425,rôle,jouer,déterminant,primordial
2426,rôle,jouer,déterminant,facteur
2427,rôle,jouer,primordial,importance
2428,rôle,jouer,primordial,déterminant
2429,rôle,jouer,primordial,aussi
2430,colline,plain,vallée,village
2431,colline,plain,vallée,flanc
2432,colline,plain,vallée,coteau
2433,colline,plain,flanc,vallée
2434,colline,plain,flanc,rocheux
2435,colline,plain,flanc,longer
2436,colline,plain,village,vallée
2437,colline,plain,village,hameau
2438,colline,plain,village,pittoresque
2439,colline,flanc,plain,vallée
2440,colline,flanc,plain,rocheux
2441,colline,flanc,plain,longer
2442,colline,flanc,rocheux,falaise
2443,colline,flanc,rocheux,pente
2444,colline,flanc,rocheux,rocher
2445,colline,flanc,longer,traverser
2446,colline,flanc,longer,rocheux
2447,colline,flanc,longer,falaise
2448,colline,village,pittoresque,ruelle
2449,colline,village,pittoresque,hameau
2450,colline,village,pittoresque,paisible
2451,colline,village,hameau,vallée
2452,colline,village,hameau,pittoresque
2453,colline,village,hameau,bourg
