,lemme,phon,cgram,freqlemfilms2,freqlemlivres
45005,mi-corbeaux,mikORbo,NOM,0.0,0.07
45006,suffète,syfEt,NOM,0.0,0.07
45007,mi-consterné,mik§stERne,ADJ,0.0,0.07
45008,mi-confit,mik§fi,NOM,0.0,0.07
45009,mi-compote,mik§pOt,NOM,0.0,0.07
45010,mi-chou,miSu,NOM,0.0,0.07
45011,mi-comique,mikomik,ADJ,0.0,0.14
45012,belle-à-voir,bElavwaR,NOM,0.0,0.27
45013,mi-cloître,miklwatR,NOM,0.0,0.07
45014,mi-clair,miklER,ADJ,0.0,0.07
45015,mi-chèvre,miSEvR,NOM,0.0,0.07
45016,mi-chourineur,miSuRin9R,NOM,0.0,0.07
45017,subvertir,sybvERtiR,VER,0.0,0.07
45018,mi-geste,miZEst,NOM,0.0,0.07
45019,mi-bras,mibRa,NOM,0.0,0.14
45020,mi-narquoise,minaRkwaz,ADJ,0.0,0.07
45021,mi-moyen,mimwaj5,NOM,0.0,0.07
45022,mi-mouton,mimut§,NOM,0.0,0.07
45023,mi-moqueur,mimok9R,NOM,0.0,0.14
45024,berthe,bERt,NOM,0.0,0.61
45025,mi-mondaine,mim§dEn,NOM,0.0,0.07
45026,bertha,bERta,NOM,0.0,0.2
45027,subjectivisme,sybZEktivizm,NOM,0.0,0.2
45028,subjectiviste,sybZEktivist,ADJ,0.0,0.07
45029,mi-mollets,mimolE,NOM,0.0,0.27
45030,mi-miel,mimjEl,ADJ,0.0,0.07
45031,sublimable,syblimabl,ADJ,0.0,0.07
45032,mi-meublé,mim9ble,NOM,0.0,0.07
45033,bernois,bERnwa,ADJ,0.0,0.41
45035,sublimissime,syblimisim,ADJ,0.0,0.07
45036,mi-métal,mimetal,NOM,0.0,0.07
45037,besaiguë,b°zegy,NOM,0.0,0.07
45038,mi-gigolpince,miZigolpis,NOM,0.0,0.07
45039,mi-noir,minwaR,NOM,0.0,0.07
45040,mi-plaintif,mipl5tif,ADJ,0.0,0.2
45041,mi-pincé,mip5se,ADJ,0.0,0.07
45042,mi-pierre,mipjER,NOM,0.0,0.07
45043,mi-pelouse,mip°luz,NOM,0.0,0.07
45044,mi-peau,mipo,NOM,0.0,0.07
45045,mi-patois,mipatwa,NOM,0.0,0.07
45046,sub-aquatique,sybakwatik,ADJ,0.0,0.07
45047,mi-patio,mipatjo,NOM,0.0,0.07
45048,mi-pathétique,mipatetik,ADJ,0.0,0.07
45049,mi-oriental,mioRj@tal,NOM,0.0,0.07
45051,mi-ogre,miOgR,NOM,0.0,0.07
45052,mi-officiel,miofisjEl,NOM,0.0,0.14
45053,subcarpatique,sypkaRpatik,ADJ,0.0,0.07
45054,mi-nuit,min8i,NOM,0.0,0.07
45055,sublimé,syblime,NOM,0.0,0.27
45056,mi-marchande,mimaRS@d,NOM,0.0,0.07
45057,sublunaire,syblynER,ADJ,0.0,0.2
45058,mi-mao,mimao,NOM,0.0,0.07
45059,berlurer,bERlyRe,VER,0.0,1.01
45060,berlure,bERlyR,NOM,0.0,1.08
45061,mi-idiotes,miidjOt,NOM,0.0,0.07
45062,mi-hésitant,miezit@,ADJ,0.0,0.07
45063,substratum,sypstRatOm,NOM,0.0,0.27
45064,substruction,sypstRyksj§,NOM,0.0,0.07
45065,berloque,bERlOk,NOM,0.0,0.14
45066,mi-haute,miot,ADJ,0.0,0.07
45067,berlingue,bERl5g,NOM,0.0,0.34
45068,mi-grondeur,migR§d9R,ADJ,0.0,0.07
45069,berlin,bERl5,NOM,0.0,0.07
45070,mi-grognon,migRoN§,NOM,0.0,0.07
45071,mi-grenier,migR°nje,NOM,0.0,0.07
45072,mi-gonzesse,mig§zEs,NOM,0.0,0.07
45073,mi-gnon,miN§,NOM,0.0,0.07
45074,substantifique,sypst@tifik,ADJ,0.0,0.2
45075,substantif,sypst@tif,ADJ,0.0,0.14
45076,mi-indifférente,mi5difeR@t,NOM,0.0,0.07
45077,mi-joue,miZu,NOM,0.0,0.07
45078,mi-lourd,miluR,NOM,0.0,0.07
45079,mi-longueur,mil§g9R,NOM,0.0,0.07
45080,mi-londrès,mil§dREs,NOM,0.0,0.07
45081,mi-laiton,milEt§,NOM,0.0,0.07
45082,mi-juif,miZ8if,NOM,0.0,0.07
45083,mi-jour,miZuR,NOM,0.0,0.07
45084,mi-jersey,miZERzE,NOM,0.0,0.14
45085,mi-indigène,mi5diZEn,ADJ,0.0,0.07
45086,mi-jaune,miZon,ADJ,0.0,0.14
45087,mi-jambe,miZ@b,NOM,0.0,0.74
45089,bernard-l'ermite,bERnaRlERmit,NOM,0.0,0.34
45090,mi-ironique,miiRonik,ADJ,0.0,0.41
45091,mi-indulgent,mi5dylZ@,ADJ,0.0,0.14
45092,mi-britannique,mibRitanik,ADJ,0.0,0.07
45093,mi-bovins,mibov5,NOM,0.0,0.07
45094,mi-plaisant,miplEz@,NOM,0.0,0.07
45095,surajouter,syRaZute,VER,0.0,0.41
45096,mentule,m@tyl,NOM,0.0,0.07
45097,surard,syRaR,NOM,0.0,0.07
45098,entrebattre,@tR°batR,VER,0.0,0.07
45099,mentonnier,m@tonje,ADJ,0.0,0.14
45100,surbrodé,syRbROde,ADJ,0.0,0.07
45101,mentonnet,m@tonE,NOM,0.0,0.07
45102,entrechoc,@tR°SOk,NOM,0.0,0.14
45103,bataillonnaire,batajonER,NOM,0.0,0.14
45104,entrechoquement,@tR°SOk°m@,NOM,0.0,0.07
45105,mentaliser,m@talize,VER,0.0,0.07
45106,surcot,syRko,NOM,0.0,0.14
45107,entrecroisement,@tR°kRwaz°m@,NOM,0.0,0.68
45108,batailleur,bataj9R,ADJ,0.0,1.35
45109,menstrues,m@stRy,NOM,0.0,0.14
45110,bat-l'eau,balo,NOM,0.0,0.07
45111,suralimentation,syRalim@tasj§,NOM,0.0,0.07
45112,menuiser,m2n8ize,VER,0.0,0.14
45113,entortillage,@tORtijaZ,NOM,0.0,0.14
45114,surah,syRa,NOM,0.0,0.2
45115,entortillement,@tORtij°m@,NOM,0.0,0.14
45116,supranational,sypRanasjonal,ADJ,0.0,0.14
45117,batellerie,batEl°Ri,NOM,0.0,0.2
45118,bateleur,bat°l9R,NOM,0.0,1.08
45119,bateau-pompe,batop§p,NOM,0.0,0.07
45120,mercuriale,mERkyRjal,NOM,0.0,0.14
45121,mercurey,mERkyRE,NOM,0.0,0.27
45122,bateau-lavoir,batolavwaR,NOM,0.0,0.2
45123,entr'aimer,@tREme,VER,0.0,0.07
45124,entr'égorger,@tRegORZe,VER,0.0,0.2
45126,surabondant,syRab§d@,ADJ,0.0,0.61
45127,suractivité,syRaktivite,NOM,0.0,0.07
45128,suradaptation,syRadaptasj§,NOM,0.0,0.14
45129,suradapté,syRadapte,VER,0.0,0.2
45131,entrelarder,@tR°laRde,VER,0.0,0.34
45132,bat-flanc,bafl@,NOM,0.0,2.84
45133,entrelardé,@tR°laRde,ADJ,0.0,0.07
45134,basin,baz5,NOM,0.0,0.07
45135,surinformation,syR5fORmasj§,NOM,0.0,0.07
45136,surintendance,syR5t@d@s,NOM,0.0,0.07
45137,maïa,maja,NOM,0.0,3.51
45138,basilicum,bazilikOm,NOM,0.0,0.07
45139,maître-à-danser,mEtRad@se,NOM,0.0,0.07
45140,surmenant,syRm°n@,ADJ,0.0,0.07
45141,entôleur,@tol9R,NOM,0.0,0.07
45142,maître-autel,mEtRotEl,NOM,0.0,0.61
45143,maître-assistant,mEtRasist@,NOM,0.0,0.07
45144,surmulot,syRmylo,NOM,0.0,0.34
45145,surmâle,syRmal,NOM,0.0,0.14
45146,surnageant,syRnaZ@,ADJ,0.0,0.2
45147,maître queux,mEtR°k2,NOM,0.0,0.14
45148,basaltique,bazaltik,ADJ,0.0,0.34
45149,entérinement,@teRin°m@,NOM,0.0,0.07
45150,mechta,mESta,NOM,0.0,0.34
45151,mecklembourgeois,mekl@buRZwa,NOM,0.0,0.07
45152,surfilage,syRfilaZ,NOM,0.0,0.07
45153,entremêlement,@tR°mEl°m@,NOM,0.0,0.47
45154,mendigoter,m@digote,VER,0.0,0.14
45155,entretoisement,@tR°twaz°m@,NOM,0.0,0.07
45156,entrisme,@tRizm,NOM,0.0,0.07
45157,surfaçage,syRfasaZ,NOM,0.0,0.07
45158,mellifère,mElifER,ADJ,0.0,0.07
45159,entrouverture,@tRuvERtyR,NOM,0.0,0.07
45160,surhumanité,syRymanite,NOM,0.0,0.07
45161,basse-taille,bastaj,NOM,0.0,0.14
45162,bassa,basa,NOM,0.0,0.14
45163,surgissement,syRZis°m@,NOM,0.0,1.01
45164,basoche,bazOS,NOM,0.0,0.07
45165,medicine-ball,medisinbOl,NOM,0.0,0.07
45166,surhumain,syRym5,NOM,0.0,0.14
45167,supra-humain,sypRaym5,ADJ,0.0,0.07
45168,entolome,@tolOm,NOM,0.0,0.14
45169,mi-bourgeois,mibuRZwa,ADJ,0.0,0.07
45170,mi-allongé,mial§Ze,ADJ,0.0,0.07
45171,mi-airain,miER5,NOM,0.0,0.07
45172,mi-africains,miafRik5,NOM,0.0,0.07
45173,beauceron,bos°R§,ADJ,0.0,1.35
45174,mi-accablé,miakable,ADJ,0.0,0.07
45177,ensablement,@sabl°m@,NOM,0.0,0.2
45178,meusienne,m2zjEn,NOM,0.0,0.2
45179,meusien,m2zj5,ADJ,0.0,0.54
45180,beat generation,bitZeneRasj§,NOM,0.0,0.14
45181,ensanglantement,@s@gl@t°m@,NOM,0.0,0.07
45182,ensauvagement,@sovaZ°m@,NOM,0.0,0.07
45183,enseignant-robot,@sEN@Robo,NOM,0.0,0.07
45184,superfin,sypERf5,ADJ,0.0,0.07
45185,meursault,m9Rso,NOM,0.0,0.2
45186,mi-allemand,mial°m@,NOM,0.0,0.07
45187,beaujolpif,boZOlpif,NOM,0.0,0.41
45188,merleau,mERlo,NOM,0.0,0.07
45189,mi-angevins,mi@Z°v5,NOM,0.0,0.07
45190,mi-bordel,mibORdEl,NOM,0.0,0.07
45191,mi-bois,mibwa,NOM,0.0,0.07
45192,mi-bleu,mibl2,ADJ,0.0,0.07
45193,mi-blancs,mibl@,NOM,0.0,0.07
45194,mi-blanc,mibl@,NOM,0.0,0.14
45195,mi-biblique,mibiblik,ADJ,0.0,0.07
45196,mi-bandit,mib@di,NOM,0.0,0.07
45197,mi-automne,miotOn,NOM,0.0,0.14
45198,mi-artisan,miaRtiz@,NOM,0.0,0.07
45199,beauvais,bovE,NOM,0.0,0.07
45200,mi-arabe,miaRab,ADJ,0.0,0.07
45201,mi-appréhension,miapRe@sj§,NOM,0.0,0.07
45202,mi-août,miut,NOM,0.0,0.2
45203,sulpicien,sylpisj5,ADJ,0.0,0.61
45204,mi-animaux,mianimo,ADJ,0.0,0.07
45205,bazardeur,bazaRd9R,NOM,0.0,0.07
45206,superfluité,sypERfl8ite,NOM,0.0,0.2
45207,meurette,m9REt,NOM,0.0,0.34
45208,supergrand,sypERgR@,NOM,0.0,0.07
45209,entement,@t°m@,NOM,0.0,0.07
45210,suppliciant,syplisj@,ADJ,0.0,0.27
45211,entendant,@t@d@,ADJ,0.0,0.14
45212,supplicié,syplisje,ADJ,0.0,0.74
45214,enterreur,@tER9R,NOM,0.0,0.07
45215,baudelairien,bod°lERj5,ADJ,0.0,0.27
45216,supplémenter,syplem@te,VER,0.0,0.14
45217,entifler,@tifle,VER,0.0,0.14
45218,battle-dress,bat9ldREs,NOM,0.0,0.14
45219,merrain,mER5,NOM,0.0,0.61
45220,supposable,sypozabl,ADJ,0.0,0.07
45221,batiste,batist,NOM,0.0,0.88
45222,batik,batik,NOM,0.0,0.14
45223,merlette,mERlEt,NOM,0.0,0.2
45224,entassement,@tas°m@,NOM,0.0,4.53
45225,supin,syp5,NOM,0.0,0.07
45226,messaliste,mEsalist,ADJ,0.0,0.2
45227,bayadère,bajadER,ADJ,0.0,0.14
45228,superintendante,sypER5t@d@t,NOM,0.0,0.07
45230,ensellement,@sEl°m@,NOM,0.0,0.2
45231,bayard,bajaR,NOM,0.0,0.07
45232,superposable,sypERpozabl,ADJ,0.0,0.2
45233,meublant,m9bl@,ADJ,0.0,0.07
45234,bavocher,bavoSe,VER,0.0,0.07
45235,messaliste,mEsalist,NOM,0.0,0.2
45237,messéance,mese@s,NOM,0.0,0.07
45238,ensouple,@supl,NOM,0.0,0.07
45239,messidor,mesidOR,NOM,0.0,0.07
45240,messianisme,mesjanizm,NOM,0.0,0.07
45241,entablement,@tabl°m@,NOM,0.0,0.07
45242,stéréotypie,steReotipi,NOM,0.0,0.07
45243,mi-pleurant,mipl9R@,NOM,0.0,0.07
45244,empyrée,@piRe,NOM,0.0,0.81
45245,endiablé,@djable,NOM,0.0,0.07
45246,spumescent,spymEs@,ADJ,0.0,0.07
45247,spumosité,spymozite,NOM,0.0,0.07
45248,endimanchement,@dim@S°m@,NOM,0.0,0.07
45249,mirabellier,miRabelje,NOM,0.0,0.34
45250,miquette,mikEt,NOM,0.0,0.34
45252,minus habens,minyszabEns,NOM,0.0,0.14
45253,minotier,minotje,NOM,0.0,0.61
45254,spéculaire,spekylER,ADJ,0.0,0.14
45255,minitel,minitEl,NOM,0.0,0.34
45256,minimisation,minimizasj§,NOM,0.0,0.07
45257,endosse,@dos,NOM,0.0,1.42
45258,spéléotomie,speleotomi,NOM,0.0,0.14
45259,endosseur,@dos9R,NOM,0.0,0.07
45260,bintje,bintS,NOM,0.0,0.07
45261,miraculant,miRakyl@,ADJ,0.0,0.14
45262,mirliflore,miRliflOR,NOM,0.0,0.07
45263,bire,biR,NOM,0.0,0.07
45264,sprechgesang,SpReSgesaG,NOM,0.0,0.07
45266,mitarder,mitaRde,VER,0.0,0.2
45267,encordé,@kORde,ADJ,0.0,0.2
45268,bipolarité,bipolaRite,NOM,0.0,0.07
45270,encorné,@kORne,ADJ,0.0,0.27
45271,encotonner,@kotone,VER,0.0,0.14
45272,spoliation,spoljasj§,NOM,0.0,0.61
45273,biplan,bipl@,ADJ,0.0,0.07
45274,mistoufle,mistufl,NOM,0.0,0.81
45275,mistigri,mistigRi,NOM,0.0,0.14
45276,encroûté,@kRute,ADJ,0.0,0.2
45278,sportsman,spORtsman,NOM,0.0,0.61
45279,sportswear,spORtswER,NOM,0.0,0.07
45280,endurable,@dyRabl,ADJ,0.0,0.07
45281,squaw,skwo,NOM,0.0,6.08
45282,endêver,@dEve,VER,0.0,0.07
45283,binet-simon,binEsim§,NOM,0.0,0.07
45284,bilbergia,bilbERZja,NOM,0.0,0.07
45285,engliche,@gliS,ADJ,0.0,0.07
45286,bihoreau,bioRo,NOM,0.0,0.27
45287,standardisation,st@daRdizasj§,NOM,0.0,0.07
45288,bigue,big,NOM,0.0,0.14
45289,englobant,@glob@,ADJ,0.0,0.14
45290,starking,staRkiG,NOM,0.0,0.14
45291,bigre,bigR,NOM,0.0,1.01
45292,bigouden,bigudEn,ADJ,0.0,0.34
45293,milliaire,miljER,ADJ,0.0,0.14
45294,bigorner,bigORne,VER,0.0,0.61
45295,engoncement,@g§s°m@,NOM,0.0,0.07
45296,bigorne,bigORn,NOM,0.0,0.2
45297,station-éclair,stasj§eklER,NOM,0.0,0.07
45298,bignon,biN§,NOM,0.0,0.07
45300,enfournage,@fuRnaZ,NOM,0.0,0.07
45301,stakhanoviste,stakanovist,ADJ,0.0,0.07
45303,enfilage,@filaZ,NOM,0.0,0.2
45304,stabat mater,stabamatER,NOM,0.0,0.07
45305,enfileur,@fil9R,NOM,0.0,0.14
45306,minaudière,minodjER,NOM,0.0,0.2
45307,bimétallisme,bimetalizm,NOM,0.0,0.14
45308,minaudeur,minod9R,ADJ,0.0,0.07
45309,stabulation,stabylasj§,NOM,0.0,0.14
45310,enfourchement,@fuRS°m@,NOM,0.0,0.07
45311,enfonceur,@f§s9R,NOM,0.0,0.07
45312,billon,bij§,NOM,0.0,0.14
45313,enfonçage,@f§saZ,NOM,0.0,0.07
45314,mimique,mimik,ADJ,0.0,0.34
45315,enfouiller,@fuje,VER,0.0,0.88
45316,bilinguisme,bil5g8izm,NOM,0.0,0.07
45317,miteuserie,mit2z°Ri,NOM,0.0,0.14
45318,biribi,biRibi,NOM,0.0,0.74
45319,bignole,biNOl,NOM,0.0,5.74
45320,soûlographe,sulogRaf,NOM,0.0,0.14
45321,encadrant,@kadR@,ADJ,0.0,2.16
45322,bistouille,bistuj,NOM,0.0,0.07
45323,encadrant,@kadR@,NOM,0.0,0.81
45324,spadille,spadij,NOM,0.0,0.07
45325,spahi,spai,NOM,0.0,2.3
45326,sparring-partner,spERiGpaRtn9R,NOM,0.0,0.07
45327,sparte,spaRt,NOM,0.0,0.14
45328,sparterie,spaRt°Ri,NOM,0.0,0.34
45329,modillon,modij§,NOM,0.0,0.47
45330,encalminé,@kalmine,ADJ,0.0,0.2
45331,modicité,modisite,NOM,0.0,0.2
45332,encanaillement,@kanaj°m@,NOM,0.0,0.07
45333,modernissime,mOdERnisim,ADJ,0.0,0.07
45334,encartage,@kaRtaZ,NOM,0.0,0.07
45335,bisness,biznEs,NOM,0.0,0.14
45336,soûlographie,sulogRafi,NOM,0.0,0.14
45338,encoller,@kole,VER,0.0,0.34
45339,bistouriser,bistuRize,VER,0.0,0.07
45340,bitos,bitOs,NOM,0.0,0.74
45343,bithynien,bitinj5,NOM,0.0,0.41
45344,mogol,mogOl,ADJ,0.0,0.14
45345,bithynien,bitinj5,ADJ,0.0,0.14
45346,bisulfite,bisylfit,NOM,0.0,0.07
45347,bistrouille,bistRuj,NOM,0.0,0.2
45348,bistrotier,bistRotje,NOM,0.0,0.41
45349,soviétisation,sovjetizasj§,NOM,0.0,0.14
45350,soviétisme,sovjetizm,NOM,0.0,0.34
45352,bistroquet,bistRokE,NOM,0.0,0.47
45353,bistre,bistR,NOM,0.0,1.69
45354,bistre,bistR,ADJ,0.0,2.16
45355,encaserner,@kazERne,VER,0.0,0.07
45356,modern-style,modERnstil,NOM,0.0,0.27
45357,bismarckien,bismaRkj5,ADJ,0.0,0.07
45358,modern style,modERnstil,ADJ,0.0,0.68
45359,enclouer,@klue,VER,0.0,0.07
45360,mitré,mitRe,ADJ,0.0,0.61
45361,encloîtrer,@klwatRe,VER,0.0,0.07
45362,spina-ventosa,spinav@toza,NOM,0.0,0.07
45363,encoconner,@kokone,VER,0.0,0.2
45364,mitraillade,mitRajad,NOM,0.0,1.01
45365,spinozisme,spinozizm,NOM,0.0,0.07
45366,spiraler,spiRale,VER,0.0,0.07
45367,mitoyenneté,mitwajEn°te,NOM,0.0,0.2
45368,mitoufle,mitufl,NOM,0.0,0.07
45369,miton,mit§,NOM,0.0,0.07
45370,encoignure,@kONyR,NOM,0.0,4.19
45371,mithridatisation,mitRidatizasj§,NOM,0.0,0.07
45372,mithriaque,mitRijak,ADJ,0.0,0.14
45373,encollage,@kolaZ,NOM,0.0,0.07
45374,enclore,@klOR,VER,0.0,1.28
45375,sphéricité,sfeRisite,NOM,0.0,0.07
45376,sphinge,sf5Z,NOM,0.0,0.2
45377,mod,mOd,ADJ,0.0,0.07
45379,bisette,bizEt,NOM,0.0,0.07
45380,modelé,mod°le,NOM,0.0,1.69
45381,modelable,mod°labl,ADJ,0.0,0.07
45382,encaustiqué,@kostike,ADJ,0.0,0.27
45383,encaver,@kave,VER,0.0,0.14
45384,biseness,biznEs,NOM,0.0,0.14
45385,biscaïen,biskaj5,NOM,0.0,0.2
45386,encellulement,@sElyl°m@,NOM,0.0,0.07
45387,mochard,moSaR,ADJ,0.0,0.41
45388,spenglérienne,sp@gleRjEn,NOM,0.0,0.07
45389,mobilisable,mobilizabl,ADJ,0.0,0.74
45390,enchtiber,@tibe,VER,0.0,0.47
45391,mnémotechnie,mnemotEkni,NOM,0.0,0.07
45392,bignolle,biNOl,NOM,0.0,0.07
45393,engouffrement,@gufR°m@,NOM,0.0,0.14
45394,mi-pleurnichard,mipl9RniSaR,NOM,0.0,0.07
45395,mi-suisse,mis8is,ADJ,0.0,0.07
45396,struggle for life,stR9g°lfoRlajf,NOM,0.0,0.07
45397,bibite,bibit,NOM,0.0,0.27
45398,mi-songe,mis§Z,NOM,0.0,0.07
45399,studette,stydEt,NOM,0.0,0.07
45401,mi-sommet,misomE,NOM,0.0,0.07
45402,mi-sombre,mis§bR,ADJ,0.0,0.07
45403,mi-sel,misEl,NOM,0.0,0.07
45404,bibard,bibaR,NOM,0.0,0.2
45405,mi-seigneur,misEN9R,NOM,0.0,0.07
45406,mi-secours,mis°kuR,NOM,0.0,0.07
45407,mi-sceptique,misEptik,ADJ,0.0,0.07
45408,mi-satisfait,misatisfE,ADJ,0.0,0.07
45409,mi-satin,misat5,NOM,0.0,0.07
45410,mi-sanglotant,mis@glot@,ADJ,0.0,0.07
45411,mi-souriant,misuRj@,ADJ,0.0,0.14
45412,bibliographe,biblijogRaf,NOM,0.0,0.07
45413,mi-verre,mivER,NOM,0.0,0.14
45414,mi-sérieux,miseRj2,ADJ,0.0,0.2
45415,mi-velours,miv°luR,NOM,0.0,0.07
45417,mi-tragique,mitRaZik,ADJ,0.0,0.07
45418,bibliophilique,biblijofilik,ADJ,0.0,0.07
45419,bibliophilie,biblijofili,NOM,0.0,0.14
45420,mi-tout,mitu,NOM,0.0,0.07
45421,mi-tour,mituR,NOM,0.0,0.07
45422,mi-tortue,mitORty,ADJ,0.0,0.07
45423,mi-timide,mitimid,ADJ,0.0,0.07
45424,strontiane,stR§sjan,NOM,0.0,0.07
45425,mi-terrorisé,mitERoRize,ADJ,0.0,0.07
45426,mi-tendre,mit@dR,NOM,0.0,0.14
45427,mi-tantouse,mit@tuz,NOM,0.0,0.07
45429,structuralisme,stRyktyRalizm,NOM,0.0,0.14
45430,biafrais,bjafRE,NOM,0.0,0.14
45432,mi-résigné,miReziNe,NOM,0.0,0.07
45433,mi-réprobateur,miRepRobat9R,ADJ,0.0,0.07
45434,mi-protecteur,mipRotEkt9R,NOM,0.0,0.14
45435,mi-promenoir,mipRomnwaR,NOM,0.0,0.07
45436,mi-prestidigitateur,mipREstidiZitat9R,NOM,0.0,0.07
45437,mi-poulet,mipulE,NOM,0.0,0.07
45439,mi-poucet,mipusE,NOM,0.0,0.07
45440,mi-porté,mipORte,NOM,0.0,0.07
45441,mi-portugaise,mipORtygEz,NOM,0.0,0.07
45442,betteravier,bEt°Ravje,NOM,0.0,0.07
45443,mi-porcine,mipORsin,NOM,0.0,0.07
45444,bestiasse,bEstjas,NOM,0.0,0.14
45445,mi-poitrine,mipwatRin,NOM,0.0,0.07
45446,bestiaire,bEstjER,NOM,0.0,1.28
45447,mi-poisson,mipwas§,NOM,0.0,0.14
45448,stéréoscopie,steReoskopi,NOM,0.0,0.07
45449,mi-putain,mipyt5,NOM,0.0,0.07
45450,mi-rageur,miRaZ9R,ADJ,0.0,0.07
45451,mi-raide,miREd,ADJ,0.0,0.07
45452,stylomine,stilomin,NOM,0.0,0.54
45453,beurrage,b9RaZ,NOM,0.0,0.07
45454,mi-régime,miReZim,NOM,0.0,0.07
45455,stylite,stilit,NOM,0.0,0.27
45456,mi-réalité,miRealite,NOM,0.0,0.07
45457,stylo-feutre,stilof2tR,NOM,0.0,0.27
45458,stylobille,stilobij,NOM,0.0,0.27
45459,mi-route,miRut,NOM,0.0,0.07
45460,sténodactylographie,stenodaktilogRafi,NOM,0.0,0.07
45461,styrax,stiRaks,NOM,0.0,0.07
45462,mi-roulotte,miRulOt,NOM,0.0,0.07
45463,mi-rose,miRoz,NOM,0.0,0.07
45464,mi-riant,miRj@,ADJ,0.0,0.27
45465,mi-renaissance,miR°nEs@s,NOM,0.0,0.07
45466,mi-railleur,miRaj9R,NOM,0.0,0.14
45467,striduler,stRidyle,VER,0.0,0.2
45468,mi-vie,mivi,NOM,0.0,0.07
45469,engourdissant,@guRdis@,ADJ,0.0,0.34
45470,stegomya,stegomia,NOM,0.0,0.07
45471,stem,stEm,NOM,0.0,0.07
45472,stendhalien,st5dalj5,ADJ,0.0,0.07
45473,stendhalien,st5dalj5,NOM,0.0,0.07
45475,stercoraire,stERkoRER,ADJ,0.0,0.07
45476,enjôlement,@Zol°m@,NOM,0.0,0.07
45478,mignard,miNaR,ADJ,0.0,1.35
45479,biftèque,biftEk,NOM,0.0,0.47
45480,mieux-vivre,mj2vivR,NOM,0.0,0.07
45481,steward,stiwaRd,NOM,0.0,1.35
45482,stigma,stigma,NOM,0.0,0.07
45483,enlaçant,@las@,ADJ,0.0,0.14
45484,enliasser,@ljase,VER,0.0,0.07
45485,enlisement,@liz°m@,NOM,0.0,0.74
45486,bigaille,bigaj,NOM,0.0,0.27
45487,enjambeur,@Z@b9R,NOM,0.0,0.34
45488,mi-voluptueux,mivolypt82,ADJ,0.0,0.07
45489,stayer,stEj9R,NOM,0.0,0.47
45490,bigne,biN,NOM,0.0,0.2
45491,bigler,bigle,VER,0.0,2.16
45492,bigle,bigl,ADJ,0.0,0.34
45493,statistiquer,statistike,VER,0.0,0.07
45494,engourdissant,@guRdis@,NOM,0.0,0.07
45495,statuaire,stat8ER,ADJ,0.0,0.2
45496,statuaire,stat8ER,NOM,0.0,0.88
45497,engraissement,@gREs°m@,NOM,0.0,0.07
45498,bigarrure,bigaRyR,NOM,0.0,0.74
45499,engrangement,@gR@Z°m@,NOM,0.0,0.07
45500,engravement,@gRav°m@,NOM,0.0,0.07
45501,bigarreau,bigaRo,NOM,0.0,0.07
45502,engraver,@gRave,VER,0.0,0.07
45503,enhardissement,@aRdis°m@,NOM,0.0,0.07
45504,statère,statER,NOM,0.0,0.74
45505,miellé,mjEle,ADJ,0.0,0.07
45506,mielle,mjEl,NOM,0.0,0.07
45507,biface,bifas,NOM,0.0,0.07
45508,ennoblissement,@noblis°m@,NOM,0.0,0.07
45509,bidimensionnel,bidim@sjonEl,ADJ,0.0,0.07
45510,bicéphalie,bisefali,NOM,0.0,0.2
45511,micheline,miS°lin,NOM,0.0,0.2
45512,enrouement,@Rum@,NOM,0.0,0.41
45513,stratigraphique,stRatigRafik,ADJ,0.0,0.07
45514,bicycliste,bisiklist,ADJ,0.0,0.07
45515,enroulage,@RulaZ,NOM,0.0,0.07
45516,mi-été,miete,NOM,0.0,0.27
45517,mi-étudiant,mietydj@,NOM,0.0,0.07
45518,mi-étonné,mietone,ADJ,0.0,0.14
45519,mi-étendue,miet@dy,NOM,0.0,0.07
45520,mi-étage,mietaZ,NOM,0.0,0.47
45521,mi-épaule,miepol,NOM,0.0,0.07
45522,mi-vénitien,mivenisj5,NOM,0.0,0.07
45523,mi-vrais,mivRE,NOM,0.0,0.07
45524,michetonneuse,miS°ton2z,NOM,0.0,0.14
45525,micocoulier,mikokulje,NOM,0.0,0.34
45526,bidonnage,bidonaZ,NOM,0.0,0.14
45527,microsillon,mikRosij§,NOM,0.0,0.27
45528,stimulus-réponse,stimylysRep§s,NOM,0.0,0.14
45529,midship,midSip,NOM,0.0,0.2
45531,middle class,mid2lklas,NOM,0.0,0.07
45532,microsociologie,mikRososjoloZi,NOM,0.0,0.07
45534,enquiller,@kije,VER,0.0,2.84
45536,enragement,@RaZ°m@,NOM,0.0,0.14
45537,bien-manger,bj5m@Ze,NOM,0.0,0.14
45538,stoppage,stopaZ,NOM,0.0,0.14
45539,bien-fonds,bj5f§,NOM,0.0,0.07
45540,microcéphale,mikRosefal,ADJ,0.0,0.27
45541,microcassette,mikRokasEt,NOM,0.0,0.07
45542,envasement,@vaz°m@,NOM,0.0,0.07
45543,enveloppeur,@v°lop9R,NOM,0.0,0.07
45544,suroxygéné,syROksiZene,ADJ,0.0,0.07
45546,tangence,t@Z@s,NOM,0.0,0.14
45547,mandarinier,m@daRinje,NOM,0.0,0.34
45548,tangentiel,t@Z@sjEl,ADJ,0.0,0.07
45549,tangerine,t@n°Z2Rajn,NOM,0.0,0.14
45550,badigoinces,badigw5s,NOM,0.0,0.2
