,lemme,phon,cgram,freqlemfilms2,freqlemlivres
45551,badigeonneur,badiZon9R,NOM,0.0,0.07
45552,ex-opérateur,EksopeRat9R,NOM,0.0,0.07
45553,tangue,t@g,NOM,0.0,0.07
45554,badigeonnage,badiZonaZ,NOM,0.0,0.2
45555,tangérois,t@ZeRwa,ADJ,0.0,0.07
45556,mancheron,m@S°R§,NOM,0.0,0.27
45557,badigeon,badiZ§,NOM,0.0,1.01
45558,tanka,t@ka,NOM,0.0,0.54
45559,badauderie,badod°Ri,NOM,0.0,0.34
45560,tankiste,t@kist,NOM,0.0,0.27
45561,mandat-lettre,m@dalEtR,NOM,0.0,0.07
45562,mandatement,m@dat°m@,NOM,0.0,0.07
45563,tambourinade,t@buRinad,NOM,0.0,0.07
45564,tan-sad,t@sad,NOM,0.0,0.2
45565,tambourinement,t@buRin°m@,NOM,0.0,0.95
45566,tambourineur,t@buRin9R,NOM,0.0,0.07
45567,ex-légionnaire,EksleZjonER,NOM,0.0,0.07
45568,tamoul,tamul,NOM,0.0,0.14
45569,mange-tout,m@Ztu,ADJ,0.0,0.14
45570,mandé,m@de,NOM,0.0,0.41
45571,manducation,m@dykasj§,NOM,0.0,0.07
45572,tampon-buvard,t@p§byvaR,NOM,0.0,0.2
45573,ex-maître,EksmEtR,NOM,0.0,0.07
45574,tamponnement,t@pOn°m@,NOM,0.0,0.2
45575,badois,badwa,NOM,0.0,0.07
45576,mandorle,m@dORl,NOM,0.0,0.34
45577,tamponnoir,t@ponwaR,NOM,0.0,0.14
45578,mandore,m@dOR,NOM,0.0,1.55
45579,badois,badwa,ADJ,0.0,0.27
45580,tannant,tan@,ADJ,0.0,0.27
45581,manceau,m@so,ADJ,0.0,0.07
45582,ex-pilote,EkspilOt,ADJ,0.0,0.14
45583,manade,manad,NOM,0.0,0.27
45584,bachique,baSik,ADJ,0.0,0.34
45585,maléficier,malefisje,VER,0.0,0.07
45586,ex-quincaillier,Eksk5kaje,NOM,0.0,0.27
45587,bachi-bouzouk,baSibuzuk,NOM,0.0,0.07
45588,ex-rebelle,EksR°bEl,ADJ,0.0,0.07
45589,ex-révolutionnaire,EksRevolysjonER,NOM,0.0,0.07
45590,ex-standardiste,Eksst@daRdist,NOM,0.0,0.07
45591,malséance,malse@s,NOM,0.0,0.07
45593,malpropreté,malpROpR°te,NOM,0.0,0.14
45594,tapotis,tapoti,NOM,0.0,0.07
45596,ex-séminariste,EksseminaRist,NOM,0.0,0.07
45597,malouin,malw5,NOM,0.0,0.07
45598,babiroussa,babiRusa,NOM,0.0,0.07
45599,maléficié,malefisje,ADJ,0.0,0.07
45600,ex-quincaillerie,Eksk5kaj°Ri,NOM,0.0,0.14
45601,tapecul,tapky,NOM,0.0,0.07
45602,ex-profession,EkspRofEsj§,NOM,0.0,0.07
45603,ex-planton,Ekspl@t§,NOM,0.0,0.07
45604,tanrec,t@REk,NOM,0.0,0.07
45605,tansad,t@sad,NOM,0.0,0.07
45606,ex-plâtrier,EksplatRie,NOM,0.0,0.07
45608,ex-primaire,EkspRimER,NOM,0.0,0.07
45609,mameluk,mam°luk,NOM,0.0,2.03
45610,tape-à-l'oeil,tapal9j,NOM,0.0,0.2
45611,mame,mam,NOM,0.0,0.74
45612,ex-présentateur,EkspRez@tat9R,NOM,0.0,0.07
45613,mamamouchi,mamamuSi,NOM,0.0,0.14
45614,mamaliga,mamaliga,NOM,0.0,0.07
45615,ex-putain,Ekspyt5,NOM,0.0,0.07
45616,tape-à-l'oeil,tapal9j,ADJ,0.0,0.41
45617,tambourinaire,t@buRinER,NOM,0.0,0.27
45618,bafouillis,bafuji,NOM,0.0,0.27
45619,taquoir,takwaR,NOM,0.0,0.14
45620,tafanard,tafanaR,NOM,0.0,0.2
45621,ex-drifter,EksdRift9R,NOM,0.0,0.07
45622,ex-drôlesse,EksdRolEs,NOM,0.0,0.07
45623,ex-dulcinée,Eksdylsine,NOM,0.0,0.07
45624,manoeuvrier,man9vRije,ADJ,0.0,0.41
45625,ex-enseigne,Eks@sEN,NOM,0.0,0.07
45626,mannezingue,manz5g,NOM,0.0,0.2
45627,ex-fils,Eksfis,NOM,0.0,0.07
45628,ex-gang,Eksg@g,NOM,0.0,0.07
45629,ex-gauchiste,EksgoSist,ADJ,0.0,0.07
45630,manitoba,manitoba,NOM,0.0,0.07
45631,taillable,tajabl,ADJ,0.0,0.14
45632,ex-gauchiste,EksgoSist,NOM,0.0,0.07
45633,baisement,bEz°m@,NOM,0.0,0.07
45634,taillandier,taj@dje,NOM,0.0,0.07
45635,ex-gonzesse,Eksg§zEs,NOM,0.0,0.14
45636,ex-diva,Eksdiva,NOM,0.0,0.07
45637,taenia,tenja,NOM,0.0,0.68
45638,ex-lycée,Ekslise,NOM,0.0,0.07
45639,tadorne,tadORn,NOM,0.0,0.41
45640,balandras,bal@dRa,NOM,0.0,0.07
45641,tachymètre,takimEtR,NOM,0.0,0.14
45642,ex-concierge,Eksk§sjERZ,NOM,0.0,0.07
45643,mantique,m@tik,NOM,0.0,0.07
45644,taciturnité,tasityRnite,NOM,0.0,0.2
45645,balan,bal@,NOM,0.0,0.07
45646,mantelure,m@tElyR,NOM,0.0,0.07
45647,mantelet,m@t°lE,NOM,0.0,0.27
45648,tacon,tak§,NOM,0.0,0.14
45649,taconnet,takOnE,NOM,0.0,0.34
45650,mansardé,m@saRde,ADJ,0.0,1.22
45652,balafon,balaf§,NOM,0.0,0.14
45653,mansard,m@saR,NOM,0.0,0.07
45654,tadjik,tadZik,NOM,0.0,0.14
45655,taille-douce,tajdus,NOM,0.0,0.2
45656,ex-gravosse,EksgRavos,NOM,0.0,0.07
45657,baisade,b°zad,NOM,0.0,0.07
45658,ex-griot,EksgRio,NOM,0.0,0.07
45660,bagouse,baguz,NOM,0.0,0.2
45661,talle,tal,NOM,0.0,0.07
45662,tallipot,talipo,NOM,0.0,0.07
45663,talmouse,talmuz,NOM,0.0,0.07
45664,ex-kid,Ekskid,NOM,0.0,0.27
45665,bagotter,bagote,VER,0.0,0.34
45666,bagoter,bagote,VER,0.0,0.41
45667,talonneur,talon9R,NOM,0.0,0.07
45668,ex-libris,EkslibRi,NOM,0.0,0.14
45669,ex-lit,Eksli,NOM,0.0,0.07
45670,tamanoir,tamanwaR,NOM,0.0,0.07
45671,mangetout,m@Z°tu,NOM,0.0,0.07
45672,bagagerie,bagaZ°Ri,NOM,0.0,0.14
45673,mangerie,m@Z°Ri,NOM,0.0,0.07
45674,maniaquerie,manjak°Ri,NOM,0.0,0.34
45675,manichéisme,manikeizm,NOM,0.0,0.61
45676,manichéiste,manikeist,NOM,0.0,0.07
45677,tajine,taZin,NOM,0.0,0.41
45678,baillive,bajiv,NOM,0.0,0.07
45679,bailliage,bajaZ,NOM,0.0,0.2
45680,tailloir,tajwaR,NOM,0.0,0.2
45681,manifold,manifOld,NOM,0.0,0.2
45682,ex-griveton,EksgRiv°t§,NOM,0.0,0.07
45683,ex-grognasse,EksgRoNas,NOM,0.0,0.07
45684,ex-groupe,EksgRup,NOM,0.0,0.07
45685,ex-immeuble,Eksim9bl,NOM,0.0,0.07
45686,talavera de la reina,talav°Rad°laREna,NOM,0.0,0.07
45687,ex-guitariste,EksgitaRist,NOM,0.0,0.07
45688,ex-génie,EksZeni,NOM,0.0,0.07
45690,baguenaude,bag°nod,NOM,0.0,0.27
45691,ex-hôpital,Eksopital,NOM,0.0,0.07
45692,malouin,malw5,ADJ,0.0,0.27
45693,tarabiscot,taRabisko,NOM,0.0,0.07
45694,mazet,mazE,NOM,0.0,0.41
45695,tchékiste,tSekist,NOM,0.0,0.14
45696,te deum,tedeum,NOM,0.0,0.14
45697,tea-room,tiRum,NOM,0.0,0.2
45698,mail-coach,mEjlkOwtS,NOM,0.0,0.14
45699,axonge,aks§Z,NOM,0.0,0.07
45700,exophtalmique,EgzOftalmik,ADJ,0.0,0.07
45701,exorable,EgzoRabl,ADJ,0.0,0.14
45702,maigriot,megRijo,ADJ,0.0,0.14
45703,technico-commerciaux,tEknikokomERsjo,NOM,0.0,0.07
45704,axiomatisation,aksijomatizasj§,NOM,0.0,0.07
45705,exorbiter,EgzORbite,VER,0.0,0.81
45707,avunculat,av§kyla,NOM,0.0,0.07
45708,technocratique,tEknokRatik,ADJ,0.0,0.07
45709,technocratisme,tEknokRatizm,NOM,0.0,0.07
45710,mahonia,maonja,NOM,0.0,0.61
45711,maillechort,majSOR,NOM,0.0,0.14
45712,ayuntamiento,ajuntamjEnto,NOM,0.0,0.07
45714,mailloche,majOS,NOM,0.0,0.47
45715,taxaudier,taksodje,NOM,0.0,0.2
45716,exiguïté,Egzig8ite,NOM,0.0,1.76
45717,taxi-auto,taksiOto,NOM,0.0,0.07
45718,mainteneur,m5t°n9R,NOM,0.0,0.14
45719,taxi-girl,taksig9Rl,NOM,0.0,0.27
45720,maincourantier,m5kuR@tje,NOM,0.0,0.07
45721,taxinomique,taksinomik,ADJ,0.0,0.07
45722,taylorisme,tEloRizm,NOM,0.0,0.07
45723,exogamie,Egzogami,NOM,0.0,0.41
45724,maillotin,majot5,NOM,0.0,0.14
45725,exogamique,Egzogamik,ADJ,0.0,0.27
45726,azerbaïdjanais,azERbaidZanE,NOM,0.0,0.07
45727,tcherkesse,tSERkEs,NOM,0.0,0.07
45728,tchernoziom,tSERnozj§,NOM,0.0,0.14
45729,azerbaïdjanais,azERbaidZanE,ADJ,0.0,0.07
45731,avrillée,avRije,NOM,0.0,0.07
45732,avoyer,avwaje,VER,0.0,0.14
45733,expansé,Eksp@se,ADJ,0.0,0.07
45735,avers,avER,NOM,0.0,0.14
45736,mafflu,mafly,ADJ,0.0,0.41
45737,maffieux,mafj2,ADJ,0.0,0.07
45738,maffia,mafja,NOM,0.0,0.54
45739,maelström,mElstR2m,NOM,0.0,0.41
45740,madrépore,madRepOR,NOM,0.0,0.27
45741,avaro,avaRo,NOM,0.0,0.41
45742,madré,madRe,ADJ,0.0,0.27
45743,avaricieux,avaRisj2,ADJ,0.0,0.27
45747,madre de dios,madRededeioEs,NOM,0.0,0.07
45749,temporisateur,t@poRizat9R,ADJ,0.0,0.07
45751,explétif,Ekspletif,NOM,0.0,0.07
45752,tellurique,tElyRik,ADJ,0.0,1.62
45753,avoiner,avwane,VER,0.0,0.34
45754,expatriation,EkspatRijasj§,NOM,0.0,0.07
45755,expatrié,EkspatRije,ADJ,0.0,0.07
45756,avivé,avive,ADJ,0.0,0.07
45757,expectatif,EkspEktatif,ADJ,0.0,0.07
45758,avitaminose,avitaminoz,NOM,0.0,0.07
45760,temporalité,t@poRalite,NOM,0.0,0.34
45761,magnificat,maNifika,NOM,0.0,0.54
45762,expirant,EkspiR@,ADJ,0.0,0.41
45763,magistère,maZistER,NOM,0.0,0.07
45764,maghzen,makzEn,NOM,0.0,0.07
45765,avignonnais,aviNonE,NOM,0.0,0.07
45766,aveugle-né,av9gl°ne,NOM,0.0,0.14
45767,exhaustivité,Egzostivite,NOM,0.0,0.07
45768,exhaustion,Egzostj§,NOM,0.0,0.34
45769,ex-sénateur,Ekssenat9R,NOM,0.0,0.14
45770,targette,taRZEt,NOM,0.0,1.01
45771,targui,taRgi,NOM,0.0,0.07
45772,taride,taRid,NOM,0.0,0.2
45773,malienne,maljEn,NOM,0.0,0.07
45774,malien,malj5,NOM,0.0,0.14
45775,aître,EtR,NOM,0.0,0.14
45776,tarissement,taRis°m@,NOM,0.0,0.27
45777,tarière,taRjER,NOM,0.0,0.2
45778,tarlatane,taRlatan,NOM,0.0,0.07
45779,mali,mali,NOM,0.0,0.07
45780,aérostier,aeRostje,NOM,0.0,0.2
45781,tarpan,taRp@,NOM,0.0,0.2
45782,exacerbation,EgzasERbasj§,NOM,0.0,0.07
45783,exarque,EgzaRk,NOM,0.0,0.07
45784,malherbe,malERb,NOM,0.0,0.07
45786,targui,taRgi,ADJ,0.0,0.07
45787,taret,taRE,NOM,0.0,0.2
45788,tavelé,tav°le,ADJ,0.0,0.2
45789,ex-union,Eksynj§,NOM,0.0,0.07
45790,ex-sévère,EkssevER,ADJ,0.0,0.07
45791,tarare,taRaR,NOM,0.0,0.2
45792,ex-tirailleur,EkstiRaj9R,NOM,0.0,0.07
45793,taraud,taRo,NOM,0.0,0.34
45794,taraudant,taRod@,ADJ,0.0,0.14
45795,tarbais,taRbE,ADJ,0.0,0.2
45796,tarbais,taRbE,NOM,0.0,0.07
45797,tarbouche,taRbuS,NOM,0.0,0.07
45798,tarbouif,taRbuif,NOM,0.0,0.14
45799,tard-venu,taRv°ny,ADJ,0.0,0.07
45800,tarderie,taRd°Ri,NOM,0.0,0.2
45801,mallarméen,malaRme5,ADJ,0.0,0.07
45802,tardillon,taRdij§,NOM,0.0,0.14
45803,babasse,babas,NOM,0.0,0.07
45804,malinké,mal5ke,NOM,0.0,0.07
45805,exaucement,Egzos°m@,NOM,0.0,0.07
45806,tartarin,taRtaR5,NOM,0.0,0.47
45807,malgache,malgaS,ADJ,0.0,0.61
45808,tartignolle,taRtiNOl,ADJ,0.0,0.2
45809,mal-baisé,malbeze,NOM,0.0,0.2
45810,exempté,Egz@te,NOM,0.0,0.14
45811,exequatur,EgzekwatyR,NOM,0.0,0.07
45812,exerçant,EgzERs@,ADJ,0.0,0.34
45813,majorat,maZoRa,NOM,0.0,0.2
45814,majoral,maZoRal,NOM,0.0,0.07
45815,taupicide,topisid,NOM,0.0,0.07
45816,majo,maZo,ADJ,0.0,0.14
45817,taure,toR,NOM,0.0,0.07
45818,taurillon,toRij§,NOM,0.0,0.27
45819,taurin,toR5,ADJ,0.0,0.2
45820,taurobole,toRobOl,NOM,0.0,0.14
45821,exhalant,Egzal@,ADJ,0.0,0.14
45822,tauromachique,toRomaSik,ADJ,0.0,0.14
45823,exhaussement,Egzos°m@,NOM,0.0,0.07
45824,tatillonner,tatijone,VER,0.0,0.07
45825,excursionner,EkskyRsjone,VER,0.0,0.2
45826,excrémentiel,EkskRem@sjEl,ADJ,0.0,0.14
45827,malcontent,malk§t@,ADJ,0.0,0.14
45828,tartir,taRtiR,VER,0.0,1.89
45829,tartiss,taRtis,NOM,0.0,0.41
45830,tartouille,taRtuj,NOM,0.0,0.2
45831,malencontre,mal@k§tR,NOM,0.0,0.68
45832,tartuferie,taRtyf°Ri,NOM,0.0,0.14
45833,tartufferie,taRtyf°Ri,NOM,0.0,0.07
45834,exciper,Eksipe,VER,0.0,0.27
45835,tatar,tataR,ADJ,0.0,0.2
45836,exciteur,Eksit9R,NOM,0.0,0.07
45837,aéromodélisme,aeRomodelizm,NOM,0.0,0.14
45838,tasmanien,tasmanj5,NOM,0.0,0.07
45839,tassili,tasili,NOM,0.0,0.34
45840,aérolithe,aeRolit,NOM,0.0,0.47
45842,ex-collabo,Ekskolabo,NOM,0.0,0.07
45843,tachiste,taSist,ADJ,0.0,0.07
45844,balanstiquer,bal@stike,VER,0.0,0.41
45845,massicotier,masikotje,NOM,0.0,0.41
45846,symbolisation,s5bolizasj§,NOM,0.0,0.14
45847,barbot,baRbo,NOM,0.0,0.2
45848,massicoter,masikote,VER,0.0,0.14
45849,symboliste,s5bolist,NOM,0.0,0.07
45850,espingo,Esp5go,NOM,0.0,1.55
45851,espingole,Esp5gOl,NOM,0.0,0.14
45852,barbiquet,baRbikE,NOM,0.0,0.41
45853,barbette,baRbEt,NOM,0.0,0.2
45855,esprit-de-sel,EspRid°sEl,NOM,0.0,0.07
45856,barbet,baRbE,NOM,0.0,0.41
45857,barbe-de-capucin,baRbdkapys5,NOM,0.0,0.07
45858,espérantiste,EspeR@tist,NOM,0.0,0.07
45859,barbaresque,baRbaREsk,ADJ,0.0,0.95
45860,esquintement,Esk5t°m@,NOM,0.0,0.07
45861,symbolisant,s5boliz@,ADJ,0.0,0.2
45862,barbote,baRbOt,NOM,0.0,0.2
45863,swahili,swaili,ADJ,0.0,0.07
45864,barbotière,baRbotjER,NOM,0.0,0.07
45865,sweat-shirt,switS9Rt,NOM,0.0,0.2
45866,sweater,swit9R,NOM,0.0,1.01
45867,sweepstake,swipstEjk,NOM,0.0,0.07
45868,swing,swiG,NOM,0.0,0.88
45869,sybaritisme,sibaRitizm,NOM,0.0,0.07
45870,mastar,mastaR,ADJ,0.0,0.07
45871,barbouillis,baRbuji,NOM,0.0,0.07
45872,syllepse,silEps,NOM,0.0,0.07
45873,espar,EspaR,NOM,0.0,0.07
45874,sylvaner,silvanER,NOM,0.0,0.14
45875,sylve,silv,NOM,0.0,0.14
45876,barbouilleur,baRbuj9R,NOM,0.0,1.22
45877,sylvie,silvi,NOM,0.0,2.09
45878,massivité,masivite,NOM,0.0,0.2
45879,espars,EspaR,NOM,0.0,0.07
45880,synchronie,s5kRoni,NOM,0.0,0.07
45881,maskinongé,maskin§Ze,NOM,0.0,0.07
45883,essartage,EsaRtaZ,NOM,0.0,0.07
45884,estagnon,EstaN§,NOM,0.0,0.07
45885,bar-restaurant,baRREstoR@,NOM,0.0,0.07
45886,baptistère,batistER,NOM,0.0,0.41
45887,martelet,maRt°lE,NOM,0.0,0.07
45888,syriaque,siRjak,NOM,0.0,0.07
45889,martelage,maRt°laZ,NOM,0.0,0.14
45890,syrinx,siR5ks,NOM,0.0,0.07
45891,martagon,maRtag§,NOM,0.0,0.07
45892,baou,bau,NOM,0.0,0.2
45893,banyuls,banjyl,NOM,0.0,0.74
45894,marsupilami,maRsypilami,NOM,0.0,0.2
45895,systématisation,sistematizasj§,NOM,0.0,0.07
45896,systématiser,sistematize,VER,0.0,0.07
45897,systématisé,sistematize,ADJ,0.0,0.27
45898,estampillé,Est@pije,ADJ,0.0,0.47
45899,estafier,Estafje,NOM,0.0,0.14
45900,syntagme,s5tagm,NOM,0.0,0.07
45901,martiniquais,maRtinikE,ADJ,0.0,0.54
45902,maréchaussée,maReSose,NOM,0.0,0.88
45903,mascaron,maskaR§,NOM,0.0,0.14
45904,mascaret,maskaRE,NOM,0.0,0.54
45905,syncrétisme,s5kRetizm,NOM,0.0,0.14
45906,syncrétiste,s5kRetist,ADJ,0.0,0.07
45907,essentialisme,Es@sjalizm,NOM,0.0,0.07
45908,maréchaux-ferrants,maReSofER@,NOM,0.0,0.41
45909,maréchalerie,maReSal°Ri,NOM,0.0,0.27
45910,est-africain,EstafRik5,NOM,0.0,0.07
45911,maréchalat,maReSala,NOM,0.0,0.07
45912,esseulement,s9l°m@,NOM,0.0,0.34
45913,marxiste-léniniste,maRksist°leninist,NOM,0.0,0.14
45914,baralipton,baRalipt§,NOM,0.0,0.07
45915,synecdoque,sinEkdOk,NOM,0.0,0.14
45916,martyrologe,maRtiRolOZ,NOM,0.0,0.2
45917,swahili,swaili,NOM,0.0,0.54
45918,espalier,Espalje,NOM,0.0,1.49
45919,balançage,bal@saZ,NOM,0.0,0.34
45920,baryte,baRit,NOM,0.0,0.07
45922,esbaudir,EzbodiR,VER,0.0,0.07
45923,matutinal,matytinal,ADJ,0.0,0.34
45924,surtendu,syRt@dy,ADJ,0.0,0.07
45925,barrésien,baRezj5,NOM,0.0,0.07
45926,barriste,baRist,NOM,0.0,0.07
45927,barricadier,baRikadje,NOM,0.0,0.14
45928,esbigner,EsbiNe,VER,0.0,0.95
45929,maturer,matyRe,VER,0.0,0.07
45930,matuche,matyS,NOM,0.0,0.41
45931,escadrin,EskadR5,NOM,0.0,0.07
45932,matriochka,matRiOSka,NOM,0.0,0.07
45933,survitesse,syRvitEs,NOM,0.0,0.14
45934,matrilinéaire,matRilineER,ADJ,0.0,0.2
45935,matriculaire,matRikylER,NOM,0.0,0.07
45936,erre,ER,NOM,0.0,0.74
45937,surréalité,syRRealite,NOM,0.0,0.14
45938,sveltesse,svEltEs,NOM,0.0,0.61
45939,barytonner,baRitone,VER,0.0,0.14
45940,mazagran,mazagR@,NOM,0.0,0.2
45941,surpatte,syRpat,NOM,0.0,0.2
45942,maxiton,maksit§,NOM,0.0,0.14
45943,envoûteur,@vut9R,NOM,0.0,0.27
45944,maximalisme,maksimalizm,NOM,0.0,0.14
45945,bas-flanc,bafl@,NOM,0.0,0.14
45946,bas-empire,baz@piR,NOM,0.0,0.07
45947,ergastule,ERgastyl,NOM,0.0,0.2
45948,mauvaiseté,movEz°te,NOM,0.0,0.2
45950,maussaderie,mosad°Ri,NOM,0.0,0.34
45952,maurrassisme,moRasizm,NOM,0.0,0.07
45953,maurrassien,moRasj5,NOM,0.0,0.14
45954,mauresque,moREsk,NOM,0.0,0.68
45955,matras,matRa,NOM,0.0,0.47
45956,survêt,syRvE,NOM,0.0,0.47
45957,baronner,baRone,VER,0.0,0.2
45958,matouser,matuze,VER,0.0,0.2
45959,matelasser,mat°lase,VER,0.0,1.01
45960,escopette,EskopEt,NOM,0.0,0.2
45961,susu,sysy,ADJ,0.0,0.07
45962,susucre,sysykR,NOM,0.0,0.2
45963,susurrement,sysyR°m@,NOM,0.0,0.47
45964,matchiche,matSiS,NOM,0.0,0.2
45965,esgourder,EsguRde,VER,0.0,0.95
45966,sutémi,sutemi,NOM,0.0,0.14
45967,espada,Espada,NOM,0.0,0.81
45968,suçoir,syswaR,NOM,0.0,0.27
45969,suède,s8Ed,NOM,0.0,0.07
45970,suédine,s8edin,NOM,0.0,0.54
45971,barcasse,baRkas,NOM,0.0,0.68
45972,masticage,mastikaZ,NOM,0.0,0.07
45973,espagnolette,EspaNolEt,NOM,0.0,1.42
45974,matelassier,mat°lasje,NOM,0.0,0.41
45975,mater dolorosa,matERdoloRoza,NOM,0.0,0.47
45976,maternalisme,matERnalizm,NOM,0.0,0.2
45977,mathématiser,matematize,VER,0.0,0.07
45978,matoiserie,matwaz°Ri,NOM,0.0,0.14
45979,matois,matwa,ADJ,0.0,0.41
45980,matité,matite,NOM,0.0,0.54
45981,suscription,syskRipsj§,NOM,0.0,0.14
45982,matineux,matin2,ADJ,0.0,0.14
45984,eschatologie,EskatoloZi,NOM,0.0,0.14
45986,barje,baRZ,ADJ,0.0,0.27
45987,esche,ES,NOM,0.0,0.14
45988,bariolage,baRjolaZ,NOM,0.0,0.61
45989,esclaffement,Esklafm@,NOM,0.0,0.14
45990,baret,baRE,NOM,0.0,0.07
45991,esclavager,EsklavaZe,VER,0.0,0.41
45992,syzygie,siziZi,NOM,0.0,0.2
45993,esthésiomètre,EstezjomEtR,NOM,0.0,0.07
45994,marronner,maRone,VER,0.0,0.41
45995,marengo,maR@go,NOM,0.0,0.07
45996,ex-adjudant,EksadZyd@,NOM,0.0,0.14
45997,séraphique,seRafik,ADJ,0.0,0.54
45998,séreux,seR2,ADJ,0.0,0.07
45999,marcotin,maRkOt5,NOM,0.0,0.07
46000,sérier,seRje,VER,0.0,0.14
46001,balluchonnage,balySonaZ,NOM,0.0,0.07
46002,ex-allée,Eksale,NOM,0.0,0.07
46003,ex-appartement,EksapaRt°m@,NOM,0.0,0.07
46004,ex-apprenti,EksapR@ti,NOM,0.0,0.07
46005,ex-arriviste,EksaRivist,NOM,0.0,0.07
46006,ex-artiste,EksaRtist,NOM,0.0,0.07
46007,ballotté,balote,ADJ,0.0,0.74
46008,ballottement,balot°m@,NOM,0.0,0.14
46009,marceline,maRs2lin,NOM,0.0,0.07
46010,ballote,balOt,NOM,0.0,0.07
46011,balsamine,balzamin,NOM,0.0,0.61
46012,marennes,maREn,NOM,0.0,0.41
46013,marronnasse,maRonas,ADJ,0.0,0.07
46014,mareyeur,maREj9R,NOM,0.0,0.41
46016,balzacien,balzasj5,ADJ,0.0,0.61
46017,balustre,balystR,NOM,0.0,1.35
46018,baluchonneur,balySon9R,NOM,0.0,0.2
46019,baluchonner,balySone,VER,0.0,0.41
46020,baluchonnage,balySonaZ,NOM,0.0,0.07
46021,baluba,balyba,NOM,0.0,0.07
46022,sépharade,sefaRad,NOM,0.0,0.41
46023,marger,maRZe,VER,0.0,0.27
46024,ex-abbé,Eksabe,NOM,0.0,0.07
46026,margay,maRgE,NOM,0.0,1.49
46027,balthazar,baltazaR,NOM,0.0,0.54
46028,balte,balt,NOM,0.0,0.41
46029,ex-acteur,Eksakt9R,NOM,0.0,0.07
46030,séton,set§,NOM,0.0,0.07
46031,marbrure,maRbRyR,NOM,0.0,1.15
46032,sévillan,sevil@,ADJ,0.0,0.14
46033,sévillan,sevil@,NOM,0.0,0.27
46034,table-coiffeuse,tablkwaf2z,NOM,0.0,0.27
46035,tableautin,tablot5,NOM,0.0,0.27
46036,maoïste,maoist,ADJ,0.0,0.34
46037,tabletterie,tablEt°Ri,NOM,0.0,0.07
46038,manécanterie,manek@t°Ri,NOM,0.0,0.27
46039,manzanilla,m@zanija,NOM,0.0,0.61
46040,tabor,tabOR,NOM,0.0,1.15
46041,manuélin,man8el5,ADJ,0.0,0.07
46042,balayure,balEjyR,NOM,0.0,0.34
46043,balayant,balEj@,ADJ,0.0,0.07
46044,tabulaire,tabylER,ADJ,0.0,0.2
46045,tabès,tabEs,NOM,0.0,0.07
46046,balatum,balatOm,NOM,0.0,0.14
46049,table-bureau,tabl°byRo,NOM,0.0,0.07
46050,tablature,tablatyR,NOM,0.0,0.07
46051,tabellion,tabelj§,NOM,0.0,0.2
46052,balkanique,balkanik,ADJ,0.0,1.49
46053,marbrerie,maRbR°Ri,NOM,0.0,0.14
46054,sévrienne,sevRijEn,NOM,0.0,0.14
46055,ballonnant,balon@,ADJ,0.0,0.27
46058,ballant,bal@,NOM,0.0,0.34
46059,baliveau,balivo,NOM,0.0,1.08
46060,baleiné,balene,ADJ,0.0,0.41
46062,ex-basketteur,EksbaskEt9R,NOM,0.0,0.07
46063,ex-batteur,Eksbat9R,NOM,0.0,0.07
46064,ex-beatnik,Eksbitnik,NOM,0.0,0.07
46065,ex-bibliothécaire,EksbibliotekER,NOM,0.0,0.07
46066,tabaski,tabaski,NOM,0.0,0.07
46067,séparable,sepaRabl,ADJ,0.0,0.14
46069,séoudite,seudit,ADJ,0.0,0.27
46070,eubine,2bin,NOM,0.0,0.27
46072,bandonéon,b@done§,NOM,0.0,0.2
46073,bandoline,b@dolin,NOM,0.0,0.07
46075,marmitage,maRmitaZ,NOM,0.0,0.47
46076,marloupinerie,maRlupin°Ri,NOM,0.0,0.27
46077,marloupin,maRlup5,NOM,0.0,0.34
46078,ethnographie,EtnogRafi,NOM,0.0,0.2
46079,sédentarisation,sed@taRizasj§,NOM,0.0,0.07
46080,sédentarisme,sed@taRizm,NOM,0.0,0.07
46081,sédentarité,sed@taRite,NOM,0.0,0.27
46082,maritorne,maRitORn,NOM,0.0,0.27
46083,banderille,b@d°Rij,NOM,0.0,0.88
46084,séditieux,sedisj2,NOM,0.0,0.14
46085,ethnologique,EtnoloZik,ADJ,0.0,0.27
46087,marmottement,maRmOt°m@,NOM,0.0,0.07
46088,maronite,maRonit,ADJ,0.0,0.2
46089,sébum,sebOm,NOM,0.0,0.07
46090,estom,EstOm,NOM,0.0,0.2
46091,marrane,maRan,NOM,0.0,0.27
46092,estompé,Est§pe,ADJ,0.0,0.81
46093,marquisien,maRkizj5,ADJ,0.0,0.2
46094,marquisat,maRkiza,NOM,0.0,0.27
46095,séborrhée,seboRe,NOM,0.0,0.07
46096,estonien,Estonj5,NOM,0.0,0.2
46097,bangladais,b@gladE,NOM,0.0,0.07
46098,estoquer,Estoke,VER,0.0,0.34
46099,estouffade,Estufad,NOM,0.0,0.07
46100,maroufler,maRufle,VER,0.0,0.07
46101,bank-note,b@knOt,NOM,0.0,0.2
46103,sécot,seko,NOM,0.0,0.07
46104,eubage,2baZ,NOM,0.0,0.41
46105,bandaison,b@dEz§,NOM,0.0,0.74
46106,marginalité,maRZinalite,NOM,0.0,0.34
46107,bandagiste,b@daZist,NOM,0.0,0.14
46109,margoulette,maRgulEt,NOM,0.0,0.34
46110,sémiologue,semjolOg,NOM,0.0,0.07
